company_id,company_name,sector,country,revenue_m,ebitda_margin,debt_ratio,interest_coverage,cash_ratio,years_in_operation,employee_count,revenue_growth
1,Aster Holdings #0001,Retail,Ireland,28.64054230804614,0.14556930273734162,0.33820625369634794,1.4422585651990376,0.0456305146558797,12,65,0.1225208259599904
2,BluePeak Solutions #0002,Hospitality,Netherlands,58.63843962937381,0.12847708332690208,0.6637680197734204,1.99652927117923,0.0766974727408656,13,284,-0.022019444658087375
3,Crestline Partners #0003,Real Estate,Spain,42.6230137353346,0.18982720152599986,0.4161030811299054,1.4548627121098312,0.10358370493020737,20,205,0.2192215135759054
4,Dune Finance #0004,Logistics,Luxembourg,36.90967651534374,0.13820828780929093,0.543366427847902,0.7671833458939061,0.08287586132721467,14,153,0.06757283580684109
5,Evergreen Holdings #0005,Logistics,Germany,40.08872524879363,0.13466513560870313,0.41360365572106145,3.085223470680077,0.03345965607007259,13,226,0.10608508462996699
6,Fjord Solutions #0006,Crypto / Digital Assets,Luxembourg,46.016196331310994,0.1552345014944063,0.4163107401287364,3.104974255161468,0.1295625848550216,11,70,0.03323929919808742
7,Granite Partners #0007,Retail,Ireland,53.102655594416035,0.23482933414854254,0.34991648001335907,5.011030585956812,0.01,12,123,0.12587202870170908
8,Harbor Finance #0008,Real Estate,Spain,24.005179883951136,0.0829821895989398,0.4342948715239533,1.9311601211388862,0.07214539379886259,19,227,0.21787927398498624
9,Ironwood Holdings #0009,Software,Netherlands,23.251422612817105,0.18849284465276772,0.4581598433296857,3.1849307665102518,0.06519206181784336,12,28,0.04687140623767856
10,Lattice Solutions #0010,Retail,Spain,61.88422587724554,0.05534144193809473,0.32588897893017843,3.206526353057242,0.0959271551148566,10,174,0.23297127907492363
11,Mira Partners #0011,Renewable Energy,France,34.577936300314846,0.1608636579114312,0.4049946700968139,2.470011170536807,0.11246647231210942,9,172,-0.001159580837911789
12,Northstar Finance #0012,Consumer Finance,Ireland,16.496842333256268,0.22875414138043654,0.34678813607314635,3.767633665374579,0.1350705923304414,9,258,0.136409603935171
13,Orchid Holdings #0013,Hospitality,Germany,49.988628768895886,0.17443342622336536,0.6959596883537806,3.8077979429059283,0.06150380506591359,5,45,0.108911433624305
14,Pinnacle Solutions #0014,Hospitality,France,50.34065650858837,0.15853125392698963,0.40923230761060575,3.225634423756802,0.11346329349333927,8,237,-0.046858207268236945
15,Quartz Partners #0015,Hospitality,Spain,14.447125369379286,0.12197752655984621,0.605427858203587,2.4676683834378657,0.09783273551525844,19,106,0.08138097046373317
16,Riverstone Finance #0016,Hospitality,Ireland,46.130670878344915,0.1515523600244277,0.3965253203030774,2.3352108588791043,0.021538424992671057,11,113,0.06073659378503728
17,Silverline Holdings #0017,Renewable Energy,Italy,55.240495663710725,0.1373968592298322,0.4511145169841889,1.0219199315638228,0.1660216102173644,16,67,-0.02531921762768452
18,Tidewater Solutions #0018,Manufacturing,Italy,48.73895613071274,0.11070116960343222,0.2614363114025677,1.7523068877970007,0.03244899491039202,1,75,0.09580024341941265
19,Umbra Partners #0019,Crypto / Digital Assets,UK,53.375666707705115,0.1355062192262565,0.3663512889758562,1.9913902189278057,0.1067798908923886,15,164,0.07462895461085176
20,Vertex Finance #0020,Logistics,UK,16.723156234366517,0.15991905803132198,0.44526416049470957,1.3388367088417354,0.10559839776790991,11,73,0.05274130526927833
21,Aster Holdings #0021,Renewable Energy,UK,47.95872278993152,0.11163914657346798,0.610320459715184,3.3719011566939634,0.10102547129316308,10,184,0.05314225309413151
22,BluePeak Solutions #0022,Healthcare,UK,36.552844329531965,0.10968590896576579,0.44663793332115254,4.355616229683113,0.07021692471353569,13,100,0.05099897410763806
23,Crestline Partners #0023,Manufacturing,Ireland,33.30977714295639,0.08198782812039128,0.5860464433431598,1.6195188379721046,0.1230901060456201,10,67,0.023230037875367246
24,Dune Finance #0024,Consumer Finance,Ireland,57.670000969555076,0.1695362513044448,0.49688749322435044,3.168473866468028,0.027585301042276175,1,108,0.07398340950149816
25,Evergreen Holdings #0025,Hospitality,Ireland,68.62694119213614,0.17726616309835302,0.6152881607357623,1.4556555186113764,0.08736684845304309,17,160,-0.004391421236378049
26,Fjord Solutions #0026,Real Estate,UK,74.29866098280647,0.16158302221182586,0.41291493392339335,2.403601177779089,0.06744501293790166,13,123,0.32568094914699997
27,Granite Partners #0027,Logistics,UK,65.66654168710629,0.1982585246364333,0.7068267252782165,1.902571547068891,0.06290808231731873,10,142,-0.0809333245465316
28,Harbor Finance #0028,Crypto / Digital Assets,France,40.02478473065669,0.15439338185403637,0.3617524556503052,3.5824643431883736,0.10714991149814182,7,182,0.0015263922765541005
29,Ironwood Holdings #0029,Renewable Energy,Spain,48.34896293447417,0.16960054686828782,0.3280245798962797,1.917575374005168,0.13309914170878734,5,205,0.009425789542305926
30,Lattice Solutions #0030,Logistics,France,55.802811692116386,0.16519187128187812,0.2747936580373159,4.11515853781864,0.07626976952652535,13,121,0.26404934143245373
31,Mira Partners #0031,Logistics,Italy,44.181203087390315,0.1454229990290896,0.6997229605869684,2.480562994239141,0.1212272435970311,20,77,-0.07201346499774994
32,Northstar Finance #0032,Software,Germany,44.3537553824078,0.12345890859351763,0.5183337087141477,1.9555151775267197,0.09198962661778394,13,145,0.10259222979861099
33,Orchid Holdings #0033,Retail,Netherlands,56.82755637377127,0.2607076307895956,0.37990551199436295,1.1707031589512877,0.05429071163047965,5,168,0.08483940650465399
34,Pinnacle Solutions #0034,Renewable Energy,France,40.93291237153322,0.12740245100732456,0.5698827236248194,3.1291658633839545,0.07968191627035745,13,52,0.09336023046745481
35,Quartz Partners #0035,Crypto / Digital Assets,UK,28.872835145274095,0.11670611444397817,0.5025230622141338,3.9637839228940344,0.0780205643683354,12,87,0.18363431626109403
36,Riverstone Finance #0036,Retail,Netherlands,34.53948481495455,0.17170049117250535,0.6559352965650709,3.1553176334979365,0.062133603499782135,16,97,0.18158293597470884
37,Silverline Holdings #0037,Crypto / Digital Assets,Luxembourg,53.41038679920736,0.16259272076475026,0.23426006007121064,5.7104811663387505,0.10713931714623334,15,128,0.01490431734798825
38,Tidewater Solutions #0038,Crypto / Digital Assets,UK,42.053879241599205,0.07976042261948361,0.38815678700228945,4.658723688211543,0.09938584750819036,1,94,0.07940174494939908
39,Umbra Partners #0039,Software,Italy,48.12377958363008,0.20613391272818693,0.36449743392686096,2.4002139058678793,0.026374012069223268,15,182,-0.1264102032152144
40,Vertex Finance #0040,Real Estate,Ireland,54.06142635963942,0.14529027123245833,0.18315807883096782,2.3865643360508098,0.023938960190425684,7,44,0.06990930085219291
41,Aster Holdings #0041,Manufacturing,Netherlands,35.25285366784303,0.09445344523921397,0.5472392645735633,3.410605735330959,0.10698737812823017,5,45,-0.019398942783191916
42,BluePeak Solutions #0042,Hospitality,Ireland,55.61246694533651,0.2094392057176937,0.38755241330359697,1.7105750654466092,0.057388542848218614,11,120,0.041361757403948346
43,Crestline Partners #0043,Hospitality,Italy,48.8191668622511,0.1812837785798077,0.5087557445983875,4.3161747984922325,0.10208164620401296,14,129,-0.10853718648166949
44,Dune Finance #0044,Healthcare,France,19.773364435593386,0.08677290040260428,0.7031726321195534,3.2700806783966585,0.12123726312436753,4,53,0.10048722867190754
45,Evergreen Holdings #0045,Retail,Netherlands,67.96148624135239,0.23885914201288622,0.37761075698068697,3.1333965841160927,0.03916188650377763,16,104,-0.1096568695575608
46,Fjord Solutions #0046,Consumer Finance,Germany,32.98659461237551,0.18293986841830964,0.36946164208114135,3.6930397681020612,0.03353850981695259,16,116,0.07482846067915865
47,Granite Partners #0047,Logistics,Germany,12.20828382266669,0.14949019421874768,0.43423970036687953,5.0396788483797765,0.1569772672958118,12,116,-0.06265055930225495
48,Harbor Finance #0048,Crypto / Digital Assets,Spain,23.189213227446558,0.22951094028108898,0.5384696823580091,3.0222419578437565,0.10406283131849836,8,149,-0.024964103513588465
49,Ironwood Holdings #0049,Real Estate,Netherlands,23.621187107790206,0.15796488919148202,0.351994436962782,2.6530475178672,0.07323037373306916,7,100,0.1754732102545163
50,Lattice Solutions #0050,Hospitality,UK,42.939119735835604,0.1485958462447984,0.3442846083441443,4.761335510319352,0.05264238189414945,17,229,0.1187917945913622
51,Mira Partners #0051,Hospitality,Spain,37.07069090016773,0.11698499419890054,0.5468627124289639,4.057815540788476,0.06958236604370882,4,169,0.1749203137670543
52,Northstar Finance #0052,Manufacturing,France,35.93702458246933,0.1790925219653539,0.46543671886056426,2.382726207501161,0.042377106555467586,17,92,0.21597271325012904
53,Orchid Holdings #0053,Healthcare,Spain,53.15463537868462,0.17383014836619898,0.17463260843942152,2.8067423832567258,0.1253364869636236,11,146,-0.017283870713976496
54,Pinnacle Solutions #0054,Logistics,Luxembourg,48.11775650146867,0.15073400699448555,0.27295298406370705,3.053995190720438,0.05892995385574716,12,147,0.2098971662440872
55,Quartz Partners #0055,Logistics,UK,47.68886167159715,0.11050068230661984,0.6001483036592652,3.2703568279864776,0.13374138352865067,3,213,-0.08655056561789015
56,Riverstone Finance #0056,Retail,Luxembourg,49.37691223191647,0.15649649270830368,0.46823139396945745,1.0364201937791517,0.07397484320919955,11,104,0.13461003345449032
57,Silverline Holdings #0057,Renewable Energy,Italy,53.09042402404029,0.1465100607118931,0.3285364882755301,0.7947700098579715,0.048265992655307406,15,186,0.010666228540002848
58,Tidewater Solutions #0058,Manufacturing,Ireland,6.0,0.08332628406328994,0.3995508411318021,1.64639297139681,0.07294793647944794,5,143,-0.03303001426393165
59,Umbra Partners #0059,Hospitality,Italy,35.4401114592397,0.07640938243379071,0.4215884007362004,1.5458400240852548,0.01,14,229,0.12144698673044425
60,Vertex Finance #0060,Real Estate,France,6.0,0.17825766894048847,0.5082880032336197,1.9630287818357464,0.08516925693303971,12,217,0.1544951525169213
61,Aster Holdings #0061,Consumer Finance,Ireland,42.64907868236032,0.02,0.25700839261694525,3.625123834717005,0.08319523235479365,9,152,0.1515268386646545
62,BluePeak Solutions #0062,Hospitality,Netherlands,41.91660649996179,0.160270526348063,0.319086103359545,2.5803920967778398,0.1229897098619187,16,124,0.0814859888894792
63,Crestline Partners #0063,Healthcare,Germany,60.819580946214245,0.12609584711230876,0.4527546905836066,3.0553129865132447,0.014547802880664817,1,170,0.07319573013292391
